id,idx
9717,206
14961,207
14550,208
9298,209
16384,210
6196,211
11398,212
14545,213
7511,214
8636,215
12493,216
14960,217
6223,218
9886,219
14169,220
1799,221
2290,222
6974,223
12732,224
3165,225
334,226
6037,227
6221,228
8387,229
14209,230
14590,231
15116,232
8379,233
15472,234
16242,235
8915,236
12959,237
13058,238
15373,239
15818,240
12838,241
5363,242
4727,243
12435,244
7038,245
17405,246
5997,247
10168,248
5571,249
14454,250
6720,251
15953,252
4862,253
14873,254
17215,255
3274,256
8644,257
14047,258
13728,259
191,260
15205,261
11077,262
16532,263
8046,264
5562,265
15956,266
4697,267
14484,268
11701,269
9628,270
2782,271
16318,272
10027,273
6692,274
14296,275
14240,276
8669,277
7572,278
16872,279
1467,280
14718,281
12221,282
10436,283
15994,284
5239,285
3138,286
11064,287
14691,288
16469,289
12155,290
3925,291
12140,292
13276,293
14109,294
7613,295
168,296
12785,297
13302,298
7742,299
8116,300
11522,301
14302,302
9326,303
10080,304
9471,305
16147,306
6287,307
1476,308
5760,309
14538,310
7523,311
8832,312
15715,313
4790,314
14779,315
14858,316
6697,317
2209,318
11113,319
10152,320
551,321
3444,322
16302,323
7155,324
12834,325
17479,326
5496,327
5103,328
5738,329
16587,330
9909,331
6829,332
10643,333
15777,334
8687,335
11315,336
8334,337
4877,338
3927,339
8333,340
8468,341
13330,342
3962,343
12071,344
2066,345
331,346
4829,347
290,348
4805,349
3713,350
10418,351
6042,352
11040,353
7780,354
15409,355
14476,356
1962,357
5085,358
15902,359
14131,360
4123,361
197,362
4656,363
886,364
2862,365
12870,366
17339,367
1307,368
8840,369
3900,370
2015,371
16272,372
6615,373
5862,374
9242,375
17292,376
2122,377
12052,378
12232,379
2578,380
5614,381
4472,382
1495,383
13255,384
4306,385
7430,386
5292,387
30,388
1110,389
14911,390
12582,391
12999,392
8447,393
11662,394
17627,395
17154,396
15755,397
11443,398
7989,399
3079,400
3078,401
3347,402
9939,403
4745,404
15307,405
2874,406
2938,407
2913,408
16083,409
16522,410
6255,411
15764,412
13471,413
7607,414
7193,415
3860,416
5156,417
5181,418
15393,419
758,420
14103,421
11292,422
7828,423
17308,424
6760,425
7483,426
6206,427
16377,428
9929,429
312,430
14940,431
2112,432
17324,433
13359,434
6797,435
11638,436
10255,437
5071,438
10899,439
8393,440
8295,441
11089,442
2580,443
3917,444
359,445
3521,446
12881,447
13383,448
8782,449
2162,450
6007,451
9644,452
12891,453
15861,454
1357,455
5926,456
14618,457
5991,458
17165,459
5401,460
7767,461
6702,462
14312,463
7555,464
2172,465
3046,466
6117,467
16438,468
1020,469
15282,470
13748,471
17499,472
2479,473
8197,474
5840,475
13217,476
10785,477
8241,478
16668,479
8904,480
8535,481
14928,482
11812,483
1073,484
6362,485
6235,486
9289,487
4634,488
10375,489
6339,490
1324,491
10598,492
15609,493
14890,494
8107,495
1877,496
3864,497
4919,498
798,499
2114,500
13959,501
7910,502
17482,503
8993,504
4577,505
11191,506
17085,507
4402,508
16181,509
16793,510
17328,511
11613,512
15689,513
15110,514
14144,515
15070,516
5924,517
4384,518
12530,519
14584,520
14482,521
2430,522
13663,523
4043,524
12184,525
5837,526
11271,527
14283,528
8682,529
8292,530
16286,531
223,532
5414,533
13074,534
16263,535
16713,536
2955,537
2809,538
8883,539
9223,540
789,541
825,542
166,543
9988,544
1132,545
9591,546
11903,547
215,548
15816,549
7590,550
14507,551
13532,552
5191,553
7419,554
13493,555
7141,556
10429,557
1450,558
4266,559
15394,560
15975,561
1096,562
1754,563
7494,564
13392,565
7330,566
5243,567
3626,568
12313,569
14776,570
9041,571
11815,572
2699,573
1384,574
501,575
13227,576
9294,577
3975,578
6824,579
12299,580
13622,581
6005,582
13342,583
7069,584
12459,585
1425,586
16978,587
7336,588
17641,589
12077,590
8239,591
17319,592
12329,593
16601,594
14764,595
9907,596
15296,597
1585,598
8204,599
9481,600
6003,601
10644,602
3638,603
11214,604
696,605
13007,606
4590,607
14966,608
1370,609
5894,610
15339,611
10241,612
11567,613
10123,614
16236,615
4356,616
2848,617
15844,618
7070,619
3376,620
7110,621
17129,622
14342,623
3825,624
12243,625
9111,626
8384,627
10078,628
3777,629
4568,630
13389,631
2495,632
15894,633
16580,634
11277,635
2380,636
12811,637
11855,638
7164,639
17149,640
4686,641
8123,642
1066,643
6735,644
4640,645
6533,646
14862,647
1102,648
13506,649
6485,650
13856,651
5946,652
13895,653
143,654
15200,655
3106,656
13459,657
7606,658
12545,659
11925,660
11677,661
14848,662
5762,663
9340,664
11022,665
3605,666
16901,667
7416,668
8159,669
5515,670
9800,671
5828,672
2376,673
6844,674
13050,675
15582,676
819,677
7179,678
13251,679
7032,680
14660,681
10628,682
361,683
8339,684
6329,685
13056,686
11084,687
10359,688
4106,689
3858,690
15545,691
7633,692
28,693
2171,694
9756,695
14276,696
9780,697
14909,698
9757,699
4267,700
16139,701
15578,702
2574,703
6706,704
2548,705
10158,706
17136,707
10275,708
9254,709
17321,710
17692,711
11234,712
1741,713
14364,714
15078,715
6366,716
14574,717
13582,718
299,719
5875,720
9685,721
9120,722
3151,723
14377,724
5695,725
14203,726
12672,727
4951,728
9051,729
12471,730
7040,731
11999,732
6771,733
6386,734
708,735
7067,736
4546,737
12244,738
4801,739
6555,740
10337,741
11149,742
1561,743
15058,744
3616,745
11164,746
257,747
16390,748
14382,749
1406,750
5477,751
862,752
7617,753
11673,754
2800,755
3920,756
6859,757
2395,758
3538,759
4492,760
1703,761
17764,762
1502,763
13462,764
11265,765
2594,766
13102,767
3463,768
7809,769
10583,770
2391,771
1470,772
11663,773
17560,774
12074,775
13593,776
12473,777
10281,778
8317,779
14111,780
3043,781
3446,782
16063,783
1094,784
3085,785
1295,786
2617,787
1861,788
12161,789
2922,790
10088,791
13580,792
14576,793
12661,794
6204,795
12501,796
1435,797
17243,798
2128,799
5646,800
6029,801
5050,802
10702,803
2851,804
2462,805
12494,806
8618,807
14806,808
9116,809
9049,810
9459,811
12280,812
6586,813
5112,814
9728,815
7937,816
2873,817
12309,818
4392,819
12902,820
7010,821
1267,822
7600,823
4080,824
7173,825
14725,826
1659,827
5775,828
3879,829
13673,830
5788,831
13511,832
10970,833
4520,834
9170,835
3875,836
1865,837
16711,838
7234,839
9144,840
13524,841
1542,842
270,843
14149,844
8181,845
5704,846
12911,847
11607,848
1202,849
15062,850
9188,851
9617,852
13129,853
9828,854
11134,855
2167,856
3478,857
15385,858
16465,859
12399,860
15421,861
16882,862
9395,863
2942,864
13052,865
6661,866
2016,867
10358,868
15156,869
7751,870
16879,871
489,872
16406,873
10936,874
3368,875
16565,876
8954,877
5069,878
10921,879
15125,880
10854,881
15531,882
908,883
17709,884
1180,885
5250,886
6556,887
14185,888
14218,889
1428,890
15105,891
4545,892
7841,893
13015,894
14593,895
5448,896
2182,897
10550,898
14050,899
9981,900
10225,901
13923,902
6240,903
433,904
8045,905
8079,906
16128,907
5656,908
10835,909
2612,910
15807,911
9235,912
1292,913
10760,914
5152,915
12758,916
265,917
17123,918
14216,919
11797,920
7730,921
2660,922
9293,923
16984,924
15675,925
15662,926
11402,927
6872,928
10625,929
2557,930
15758,931
11931,932
11726,933
11929,934
5814,935
4262,936
7635,937
4260,938
2348,939
16922,940
17355,941
12956,942
16339,943
10774,944
4098,945
15619,946
189,947
17387,948
3905,949
571,950
2212,951
14601,952
16363,953
14039,954
2101,955
16969,956
10673,957
17508,958
288,959
13551,960
7083,961
5092,962
3385,963
937,964
12937,965
5843,966
2057,967
14031,968
14780,969
14781,970
16169,971
7470,972
12690,973
8839,974
13955,975
3824,976
12123,977
13567,978
13981,979
4345,980
5982,981
187,982
1305,983
10778,984
7749,985
13847,986
17589,987
14527,988
9205,989
9946,990
12792,991
5549,992
14646,993
3299,994
12627,995
16118,996
12034,997
7473,998
15922,999
6450,1000
15997,1001
3254,1002
2012,1003
16113,1004
14238,1005
5309,1006
3418,1007
1145,1008
8438,1009
16158,1010
4978,1011
843,1012
1947,1013
15500,1014
16082,1015
7158,1016
7833,1017
2803,1018
16452,1019
10378,1020
7219,1021
9208,1022
3320,1023
9378,1024
17187,1025
4364,1026
9330,1027
6408,1028
4227,1029
1174,1030
8806,1031
10126,1032
8531,1033
17189,1034
357,1035
13883,1036
12343,1037
10363,1038
199,1039
6099,1040
6739,1041
14855,1042
8016,1043
12890,1044
11025,1045
3541,1046
12128,1047
8818,1048
1974,1049
7517,1050
16223,1051
2252,1052
9689,1053
11173,1054
16281,1055
9598,1056
7942,1057
15955,1058
4284,1059
17004,1060
10451,1061
2342,1062
6716,1063
12206,1064
5544,1065
14648,1066
1719,1067
413,1068
1901,1069
17526,1070
17335,1071
13437,1072
1409,1073
10276,1074
10920,1075
872,1076
52,1077
12246,1078
4752,1079
3798,1080
13763,1081
6030,1082
2441,1083
9528,1084
1770,1085
8524,1086
6642,1087
1098,1088
14734,1089
3648,1090
7362,1091
5561,1092
12974,1093
2965,1094
2178,1095
12828,1096
2435,1097
4115,1098
17431,1099
9236,1100
5226,1101
1256,1102
2102,1103
8376,1104
9913,1105
16220,1106
10928,1107
4972,1108
2009,1109
12966,1110
16640,1111
2186,1112
8855,1113
10773,1114
7184,1115
9224,1116
5042,1117
7684,1118
7928,1119
6201,1120
10051,1121
5306,1122
8754,1123
1758,1124
4783,1125
4447,1126
15820,1127
6133,1128
11126,1129
6504,1130
9453,1131
6776,1132
15327,1133
12500,1134
17127,1135
17480,1136
2067,1137
720,1138
10453,1139
3177,1140
9511,1141
8568,1142
4966,1143
8901,1144
16860,1145
13466,1146
3477,1147
1466,1148
1667,1149
9164,1150
7664,1151
7397,1152
1144,1153
14999,1154
4353,1155
13412,1156
3371,1157
11198,1158
8691,1159
4698,1160
2389,1161
12560,1162
1050,1163
1046,1164
14113,1165
11651,1166
5368,1167
9234,1168
3730,1169
11446,1170
17621,1171
3640,1172
14664,1173
9635,1174
5345,1175
2371,1176
11090,1177
2577,1178
4884,1179
10603,1180
6263,1181
5391,1182
940,1183
5151,1184
4878,1185
14953,1186
12305,1187
9645,1188
16567,1189
3222,1190
13031,1191
273,1192
7534,1193
17134,1194
12262,1195
12470,1196
12869,1197
16415,1198
16788,1199
12277,1200
11218,1201
2890,1202
6229,1203
11219,1204
12090,1205
13629,1206
16037,1207
4553,1208
1615,1209
3017,1210
11639,1211
4552,1212
12913,1213
6027,1214
5712,1215
6347,1216
2690,1217
252,1218
16380,1219
14391,1220
4141,1221
16596,1222
3414,1223
295,1224
17299,1225
17474,1226
4393,1227
4224,1228
240,1229
9265,1230
13836,1231
3364,1232
10828,1233
15788,1234
9160,1235
4256,1236
6482,1237
13501,1238
5149,1239
17411,1240
6911,1241
7399,1242
4135,1243
6708,1244
13488,1245
3466,1246
13073,1247
1890,1248
3275,1249
6902,1250
9614,1251
4330,1252
2379,1253
15163,1254
2152,1255
16912,1256
10620,1257
4870,1258
8086,1259
10420,1260
14134,1261
11886,1262
10226,1263
6849,1264
12430,1265
11717,1266
17441,1267
10426,1268
6916,1269
5601,1270
6756,1271
14533,1272
13082,1273
1590,1274
14642,1275
7364,1276
17412,1277
3315,1278
8526,1279
14280,1280
11888,1281
12570,1282
14210,1283
15646,1284
9189,1285
10019,1286
13640,1287
8881,1288
10162,1289
3168,1290
12676,1291
8216,1292
7643,1293
10662,1294
473,1295
17682,1296
3225,1297
12904,1298
10734,1299
3489,1300
996,1301
7237,1302
16306,1303
5137,1304
6428,1305
6807,1306
8744,1307
11573,1308
5538,1309
4633,1310
15129,1311
4721,1312
6445,1313
14702,1314
1482,1315
16499,1316
9433,1317
2953,1318
12639,1319
6102,1320
4845,1321
3544,1322
15858,1323
17524,1324
11378,1325
443,1326
8976,1327
5882,1328
3216,1329
11038,1330
6751,1331
2443,1332
8043,1333
7576,1334
13927,1335
10433,1336
10143,1337
13705,1338
14320,1339
6860,1340
15425,1341
5041,1342
7281,1343
442,1344
5516,1345
6989,1346
9818,1347
9125,1348
13205,1349
9110,1350
241,1351
1058,1352
963,1353
4736,1354
10606,1355
12238,1356
10614,1357
10428,1358
17334,1359
17135,1360
16997,1361
267,1362
4005,1363
13417,1364
3573,1365
14958,1366
1015,1367
16218,1368
2866,1369
2343,1370
13887,1371
1932,1372
4282,1373
11461,1374
4883,1375
15233,1376
4661,1377
5807,1378
5320,1379
313,1380
10730,1381
3239,1382
15563,1383
6337,1384
9768,1385
10611,1386
8809,1387
9156,1388
9392,1389
17541,1390
896,1391
3966,1392
2735,1393
7513,1394
10906,1395
6497,1396
11314,1397
6134,1398
746,1399
2200,1400
16047,1401
14729,1402
13556,1403
4427,1404
1314,1405
2659,1406
3124,1407
15084,1408
7669,1409
8637,1410
3198,1411
2360,1412
2048,1413
2893,1414
15081,1415
10492,1416
10157,1417
3530,1418
14671,1419
10832,1420
7683,1421
311,1422
12840,1423
1832,1424
1821,1425
11165,1426
14335,1427
8467,1428
3153,1429
7882,1430
3333,1431
7898,1432
16343,1433
9662,1434
16740,1435
17207,1436
3064,1437
16840,1438
8666,1439
8117,1440
11907,1441
9740,1442
348,1443
1120,1444
7586,1445
6775,1446
8413,1447
16767,1448
15496,1449
3223,1450
6415,1451
471,1452
4774,1453
12894,1454
10889,1455
15064,1456
5845,1457
10119,1458
17174,1459
18,1460
15952,1461
16325,1462
3058,1463
14525,1464
1830,1465
10596,1466
7786,1467
16439,1468
7239,1469
16201,1470
2470,1471
482,1472
15361,1473
12196,1474
13418,1475
3670,1476
3282,1477
8846,1478
16703,1479
8627,1480
10982,1481
2465,1482
10231,1483
10808,1484
15037,1485
14761,1486
3150,1487
10852,1488
10491,1489
3935,1490
8226,1491
3081,1492
5369,1493
15342,1494
4219,1495
9438,1496
5360,1497
14457,1498
16278,1499
8078,1500
4177,1501
12523,1502
17449,1503
7569,1504
15784,1505
7827,1506
14919,1507
6464,1508
6207,1509
17506,1510
13207,1511
2974,1512
4100,1513
6370,1514
4149,1515
7280,1516
13835,1517
4150,1518
1599,1519
255,1520
5607,1521
2383,1522
9788,1523
763,1524
6254,1525
17450,1526
2001,1527
4216,1528
3842,1529
6687,1530
14877,1531
3685,1532
8,1533
13253,1534
15353,1535
16704,1536
17426,1537
12416,1538
1084,1539
16729,1540
2403,1541
1,1542
17724,1543
14571,1544
13586,1545
4340,1546
4181,1547
15676,1548
12365,1549
11555,1550
3513,1551
2962,1552
9774,1553
12593,1554
12220,1555
13922,1556
8303,1557
14198,1558
5326,1559
1618,1560
14709,1561
16908,1562
4302,1563
1682,1564
17023,1565
15436,1566
17180,1567
9621,1568
956,1569
5812,1570
6670,1571
4270,1572
11047,1573
148,1574
1336,1575
5434,1576
6673,1577
15815,1578
5421,1579
808,1580
7381,1581
6060,1582
12015,1583
5056,1584
3433,1585
8981,1586
5055,1587
7521,1588
17295,1589
16606,1590
3814,1591
5087,1592
11186,1593
7294,1594
8830,1595
13974,1596
12303,1597
7875,1598
14606,1599
10886,1600
13433,1601
711,1602
4985,1603
4953,1604
13787,1605
9683,1606
12047,1607
8989,1608
2136,1609
17513,1610
15674,1611
4977,1612
6231,1613
330,1614
13602,1615
10243,1616
12497,1617
14541,1618
7716,1619
3174,1620
14154,1621
13798,1622
5104,1623
16351,1624
686,1625
9613,1626
17188,1627
8651,1628
5016,1629
12778,1630
4683,1631
10423,1632
5628,1633
9204,1634
1843,1635
4092,1636
17762,1637
10421,1638
5560,1639
8089,1640
3120,1641
7971,1642
12361,1643
15747,1644
10560,1645
7424,1646
16002,1647
12304,1648
14161,1649
17495,1650
5856,1651
8432,1652
10096,1653
5854,1654
1207,1655
15289,1656
17059,1657
446,1658
5476,1659
15881,1660
6618,1661
16914,1662
16733,1663
4244,1664
7160,1665
424,1666
1692,1667
11583,1668
8019,1669
14439,1670
17472,1671
16721,1672
17424,1673
15422,1674
17346,1675
13795,1676
17057,1677
6131,1678
15965,1679
11281,1680
8088,1681
10827,1682
2213,1683
11722,1684
8980,1685
73,1686
7905,1687
7253,1688
12316,1689
12895,1690
8186,1691
2319,1692
4769,1693
15429,1694
6866,1695
6283,1696
6142,1697
2174,1698
3456,1699
8717,1700
16163,1701
13635,1702
7509,1703
16006,1704
10524,1705
17307,1706
13983,1707
1148,1708
9503,1709
13177,1710
15366,1711
14480,1712
6449,1713
8099,1714
14403,1715
15440,1716
3610,1717
16357,1718
12092,1719
9702,1720
692,1721
6552,1722
621,1723
10379,1724
12633,1725
11696,1726
1233,1727
2771,1728
5518,1729
3608,1730
6166,1731
17672,1732
7554,1733
4833,1734
2457,1735
8525,1736
3928,1737
11282,1738
4506,1739
7634,1740
5190,1741
5970,1742
17687,1743
1972,1744
13384,1745
9525,1746
15455,1747
12931,1748
8038,1749
14968,1750
7691,1751
2304,1752
6190,1753
14557,1754
16022,1755
1571,1756
269,1757
1925,1758
11882,1759
9003,1760
12035,1761
9950,1762
7755,1763
13273,1764
8286,1765
13128,1766
11141,1767
11837,1768
4409,1769
32,1770
4040,1771
6093,1772
3662,1773
3789,1774
17591,1775
15700,1776
78,1777
15424,1778
15450,1779
10085,1780
7571,1781
10986,1782
12689,1783
3612,1784
6590,1785
10637,1786
15133,1787
3579,1788
17580,1789
6882,1790
15063,1791
13930,1792
8100,1793
11525,1794
12748,1795
16671,1796
11268,1797
11456,1798
5408,1799
3817,1800
11236,1801
15911,1802
14602,1803
7865,1804
5530,1805
11237,1806
7445,1807
3958,1808
4789,1809
4979,1810
3422,1811
12513,1812
4383,1813
17302,1814
15267,1815
5075,1816
657,1817
14815,1818
4583,1819
13406,1820
10245,1821
10141,1822
16524,1823
9809,1824
16874,1825
345,1826
8282,1827
10061,1828
2456,1829
7619,1830
6176,1831
10130,1832
8580,1833
5519,1834
5621,1835
7235,1836
7642,1837
5084,1838
17467,1839
5539,1840
15671,1841
8191,1842
7577,1843
14056,1844
752,1845
17533,1846
12667,1847
6336,1848
16948,1849
4400,1850
8677,1851
15351,1852
2513,1853
12409,1854
10411,1855
7788,1856
2000,1857
12600,1858
8852,1859
13512,1860
12763,1861
5587,1862
1668,1863
15396,1864
7382,1865
4474,1866
5636,1867
15800,1868
17309,1869
7695,1870
10074,1871
4798,1872
528,1873
9487,1874
3794,1875
263,1876
5680,1877
17133,1878
8563,1879
5319,1880
12843,1881
14215,1882
4989,1883
4626,1884
16008,1885
17703,1886
16797,1887
6355,1888
14745,1889
13017,1890
8336,1891
12219,1892
16491,1893
5406,1894
6251,1895
9348,1896
6650,1897
2783,1898
2192,1899
16087,1900
4740,1901
13904,1902
7795,1903
13087,1904
13046,1905
17379,1906
5813,1907
10615,1908
5187,1909
8110,1910
11440,1911
17031,1912
10372,1913
13423,1914
7904,1915
5871,1916
17521,1917
3999,1918
17250,1919
9062,1920
17511,1921
83,1922
16068,1923
7777,1924
4479,1925
12037,1926
6525,1927
15540,1928
9368,1929
17397,1930
16629,1931
13584,1932
1728,1933
10678,1934
3571,1935
11242,1936
3134,1937
10809,1938
6266,1939
12549,1940
818,1941
11097,1942
17586,1943
7596,1944
10767,1945
2161,1946
6475,1947
1291,1948
5961,1949
8289,1950
13481,1951
15557,1952
3335,1953
13873,1954
4248,1955
3903,1956
9355,1957
1650,1958
9032,1959
3523,1960
11537,1961
17622,1962
3680,1963
4460,1964
10575,1965
1646,1966
7545,1967
14539,1968
3086,1969
3285,1970
2004,1971
5025,1972
12940,1973
16298,1974
13451,1975
13378,1976
7331,1977
700,1978
8837,1979
6826,1980
13594,1981
11426,1982
8177,1983
2300,1984
2314,1985
5692,1986
11750,1987
1027,1988
10666,1989
11544,1990
6574,1991
11829,1992
8175,1993
12662,1994
17487,1995
662,1996
3145,1997
15727,1998
16616,1999
6613,2000
3756,2001
4171,2002
10890,2003
12275,2004
5090,2005
12670,2006
12102,2007
17287,2008
8370,2009
894,2010
12704,2011
4157,2012
5665,2013
4751,2014
8180,2015
8624,2016
6219,2017
10686,2018
4949,2019
9539,2020
16419,2021
11612,2022
4551,2023
13818,2024
14187,2025
3809,2026
13398,2027
5139,2028
15114,2029
5886,2030
3617,2031
8998,2032
6786,2033
11013,2034
5890,2035
6631,2036
1837,2037
11199,2038
4147,2039
10627,2040
6119,2041
12839,2042
12541,2043
4874,2044
3128,2045
6736,2046
2585,2047
6278,2048
14250,2049
1661,2050
4902,2051
3936,2052
11301,2053
5374,2054
4056,2055
13072,2056
4240,2057
16724,2058
2751,2059
3113,2060
16052,2061
3728,2062
14644,2063
6068,2064
2554,2065
4441,2066
14685,2067
14531,2068
3267,2069
13712,2070
5809,2071
4705,2072
5810,2073
13394,2074
8011,2075
1749,2076
4168,2077
2108,2078
1213,2079
9415,2080
1184,2081
9389,2082
6521,2083
14535,2084
12384,2085
7595,2086
12942,2087
14274,2088
516,2089
14835,2090
12781,2091
16644,2092
14918,2093
2149,2094
17381,2095
3331,2096
8149,2097
3742,2098
7321,2099
11388,2100
4586,2101
8960,2102
5277,2103
6430,2104
7854,2105
7659,2106
6396,2107
10052,2108
13413,2109
10633,2110
393,2111
12591,2112
7955,2113
11307,2114
11139,2115
8966,2116
6874,2117
7912,2118
16127,2119
1939,2120
3480,2121
17583,2122
15057,2123
2047,2124
5503,2125
15741,2126
8567,2127
7526,2128
7605,2129
15798,2130
16516,2131
3689,2132
17725,2133
17343,2134
2173,2135
5805,2136
4360,2137
1700,2138
15969,2139
1173,2140
10446,2141
1734,2142
13424,2143
14395,2144
3725,2145
10712,2146
4369,2147
2486,2148
2040,2149
13301,2150
15031,2151
5782,2152
11884,2153
11451,2154
11222,2155
12671,2156
5992,2157
9863,2158
3949,2159
17253,2160
4478,2161
14698,2162
9257,2163
9458,2164
10696,2165
17002,2166
7815,2167
17714,2168
9991,2169
13911,2170
14935,2171
7877,2172
4749,2173
7533,2174
17458,2175
1367,2176
4155,2177
15748,2178
13841,2179
8101,2180
16100,2181
15634,2182
4488,2183
12767,2184
338,2185
316,2186
3437,2187
5522,2188
2532,2189
3003,2190
8784,2191
16434,2192
11213,2193
3012,2194
11589,2195
4652,2196
17176,2197
14241,2198
3529,2199
3893,2200
4840,2201
561,2202
13668,2203
14072,2204
12028,2205
13380,2206
10729,2207
15471,2208
17028,2209
7773,2210
6942,2211
5528,2212
1441,2213
17195,2214
15594,2215
1443,2216
2566,2217
7547,2218
5024,2219
15183,2220
11050,2221
6935,2222
1224,2223
8163,2224
3747,2225
138,2226
9905,2227
17536,2228
12292,2229
10254,2230
3954,2231
9101,2232
14434,2233
1983,2234
17064,2235
17715,2236
916,2237
8733,2238
13658,2239
209,2240
1834,2241
14463,2242
5963,2243
12764,2244
11168,2245
17092,2246
1037,2247
8619,2248
15677,2249
13001,2250
15465,2251
14786,2252
9940,2253
13660,2254
11070,2255
14856,2256
398,2257
5627,2258
358,2259
3269,2260
6476,2261
14112,2262
3687,2263
3469,2264
7784,2265
11482,2266
11681,2267
14666,2268
3355,2269
9687,2270
1595,2271
11802,2272
7293,2273
7091,2274
11630,2275
2673,2276
5295,2277
7323,2278
3623,2279
302,2280
16824,2281
13814,2282
5287,2283
16235,2284
325,2285
10320,2286
16355,2287
4208,2288
15930,2289
4419,2290
15303,2291
13809,2292
2899,2293
6195,2294
3539,2295
12186,2296
9954,2297
10222,2298
16241,2299
13107,2300
13852,2301
9995,2302
13300,2303
2796,2304
11932,2305
11926,2306
1842,2307
6122,2308
2813,2309
17563,2310
15214,2311
4333,2312
5004,2313
14479,2314
1074,2315
1560,2316
16150,2317
12546,2318
8499,2319
11132,2320
13687,2321
13146,2322
8571,2323
1582,2324
3593,2325
7929,2326
2110,2327
15876,2328
2651,2329
14742,2330
15538,2331
6326,2332
3517,2333
16509,2334
2795,2335
15152,2336
111,2337
13298,2338
13098,2339
16891,2340
2199,2341
2493,2342
14568,2343
17574,2344
15733,2345
11994,2346
16183,2347
14683,2348
5987,2349
15808,2350
12660,2351
9653,2352
17457,2353
6040,2354
15591,2355
13591,2356
6523,2357
7488,2358
17554,2359
9532,2360
9097,2361
5513,2362
8357,2363
2734,2364
9798,2365
2755,2366
46,2367
13840,2368
11297,2369
11831,2370
11468,2371
3291,2372
12846,2373
846,2374
14233,2375
13448,2376
13674,2377
15750,2378
15509,2379
7060,2380
201,2381
8489,2382
3157,2383
9727,2384
14327,2385
1530,2386
14167,2387
4610,2388
8678,2389
11071,2390
4881,2391
907,2392
7919,2393
829,2394
4463,2395
1848,2396
1395,2397
9737,2398
7903,2399
7516,2400
4342,2401
242,2402
11088,2403
7639,2404
5577,2405
9993,2406
2346,2407
15694,2408
8602,2409
17605,2410
10344,2411
13672,2412
11684,2413
13483,2414
7368,2415
6856,2416
1422,2417
918,2418
10878,2419
4952,2420
4355,2421
15312,2422
17377,2423
9175,2424
10621,2425
10595,2426
8722,2427
3164,2428
4868,2429
8908,2430
17380,2431
14058,2432
5395,2433
3914,2434
9397,2435
10573,2436
5816,2437
17190,2438
12599,2439
12200,2440
3643,2441
3482,2442
15814,2443
7457,2444
9309,2445
16773,2446
13964,2447
14206,2448
17652,2449
3569,2450
6612,2451
3226,2452
9482,2453
10112,2454
1631,2455
710,2456
8382,2457
2335,2458
8977,2459
1006,2460
17538,2461
13561,2462
6236,2463
7712,2464
1376,2465
15511,2466
14023,2467
7880,2468
10683,2469
2237,2470
9606,2471
1500,2472
839,2473
10593,2474
14656,2475
8055,2476
421,2477
14090,2478
9416,2479
6693,2480
2218,2481
13934,2482
5986,2483
12986,2484
12172,2485
3668,2486
1321,2487
8228,2488
2089,2489
6015,2490
9864,2491
4748,2492
1985,2493
6144,2494
2126,2495
7102,2496
12731,2497
6125,2498
15572,2499
1277,2500
8695,2501
2019,2502
15001,2503
12011,2504
11322,2505
8512,2506
1902,2507
16847,2508
10159,2509
5959,2510
5445,2511
14363,2512
3224,2513
5696,2514
6655,2515
208,2516
4912,2517
6268,2518
9414,2519
